bootstrap_id,threshold,n_in_bag,n_oob,n_oob_flagged_mixed,n_oob_separated,oob_cpwer
2811,0.38,77,28,14,14,1.053571
2812,0.38,77,31,17,14,1.05914
2813,0.38,77,29,16,13,1.011494
2814,0.38,77,28,13,15,1.071429
2815,0.38,77,30,17,13,1.044444
2816,0.38,77,28,16,12,1.035714
2817,0.84,77,33,13,20,1.065657
2818,0.01,77,31,18,13,1.096774
2819,0.38,77,24,11,13,1.076389
2820,0.38,77,26,18,8,1.0
2821,0.33,77,33,18,15,1.0
2822,0.01,77,30,17,13,1.111111
2823,0.87,77,33,12,21,1.09596
2824,0.38,77,30,15,15,1.033333
2825,0.38,77,23,9,14,1.123188
2826,0.01,77,30,20,10,1.016667
2827,0.38,77,29,12,17,1.011494
2828,0.01,77,28,20,8,1.119048
2829,0.38,77,29,14,15,1.063218
2830,0.38,77,26,12,14,1.096154
2831,0.87,77,29,14,15,1.034483
2832,0.38,77,26,11,15,1.012821
2833,0.38,77,25,15,10,1.073333
2834,0.01,77,30,17,13,1.016667
2835,0.87,77,33,12,21,1.136364
2836,0.87,77,24,6,18,1.097222
2837,0.87,77,29,12,17,1.028736
2838,0.38,77,32,18,14,1.010417
2839,0.95,77,23,9,14,1.144928
2840,0.01,77,28,18,10,1.125
2841,0.38,77,28,17,11,1.011905
2842,0.38,77,31,18,13,1.016129
2843,0.38,77,26,15,11,1.019231
2844,0.38,77,27,14,13,1.037037
2845,0.33,77,29,15,14,1.097701
2846,0.95,77,28,6,22,1.172619
2847,0.38,77,28,15,13,1.017857
2848,0.38,77,23,12,11,1.043478
2849,0.38,77,26,12,14,1.038462
2850,0.38,77,26,13,13,1.108974
2851,0.38,77,29,18,11,1.0
2852,0.38,77,27,14,13,1.092593
2853,0.38,77,35,16,19,1.095238
2854,0.87,77,30,11,19,1.177778
2855,0.38,77,29,19,10,1.028736
2856,0.95,77,29,9,20,1.189655
2857,0.38,77,30,16,14,1.011111
2858,0.38,77,32,19,13,1.072917
2859,0.38,77,24,11,13,1.041667
2860,0.84,77,31,10,21,1.096774
2861,0.87,77,27,13,14,1.08642
2862,0.38,77,25,13,12,1.033333
2863,0.38,77,31,18,13,1.091398
2864,0.38,77,24,14,10,1.097222
2865,0.95,77,29,13,16,1.132184
2866,0.38,77,25,15,10,1.033333
2867,0.38,77,30,17,13,1.033333
2868,0.38,77,28,11,17,1.017857
2869,0.38,77,31,16,15,1.05914
2870,0.38,77,23,12,11,1.057971
2871,0.38,77,31,15,16,1.032258
2872,0.38,77,25,11,14,1.08
2873,0.87,77,28,11,17,1.119048
2874,0.01,77,30,18,12,1.116667
2875,0.38,77,26,10,16,1.038462
2876,0.95,77,29,9,20,1.235632
2877,0.38,77,32,16,16,1.046875
2878,0.33,77,28,12,16,1.047619
2879,0.38,77,30,14,16,1.016667
2880,0.38,77,26,13,13,1.089744
2881,0.38,77,30,14,16,1.061111
2882,0.38,77,26,15,11,1.032051
2883,0.33,77,32,18,14,1.03125
2884,0.95,77,27,12,15,1.104938
2885,0.01,77,25,15,10,1.133333
2886,0.38,77,37,18,19,1.054054
2887,0.87,77,25,7,18,1.033333
2888,0.01,77,31,18,13,1.112903
2889,0.38,77,24,15,9,1.076389
2890,0.01,77,28,16,12,1.125
2891,0.38,77,27,9,18,1.018519
2892,0.87,77,29,14,15,1.126437
2893,0.38,77,28,19,9,1.029762
2894,0.38,77,25,14,11,1.093333
2895,0.38,77,22,12,10,1.113636
2896,0.01,77,28,19,9,1.136905
2897,0.87,77,31,10,21,1.107527
2898,0.38,77,28,16,12,1.029762
2899,0.84,77,23,7,16,1.094203
2900,0.38,77,23,13,10,1.0
2901,0.38,77,28,14,14,1.035714
2902,0.38,77,29,13,16,1.045977
2903,0.38,77,30,13,17,1.1
2904,0.87,77,31,10,21,1.129032
2905,0.38,77,26,14,12,1.0
2906,0.87,77,25,9,16,1.193333
2907,0.38,77,25,14,11,1.013333
2908,0.38,77,27,14,13,1.037037
2909,0.01,77,31,20,11,1.129032
2910,0.84,77,30,13,17,1.061111
2911,0.38,77,23,13,10,1.043478
2912,0.87,77,29,10,19,1.086207
2913,0.38,77,26,13,13,1.070513
2914,0.33,77,26,15,11,1.012821
2915,0.38,77,22,11,11,1.045455
2916,0.38,77,33,16,17,1.045455
2917,0.38,77,27,13,14,1.092593
2918,0.95,77,29,11,18,1.229885
2919,0.87,77,29,11,18,1.057471
2920,0.38,77,29,17,12,1.017241
2921,0.38,77,24,14,10,1.0625
2922,0.87,77,27,8,19,1.012346
2923,0.38,77,23,7,16,1.043478
2924,0.38,77,25,16,9,1.06
2925,0.38,77,22,12,10,1.060606
2926,0.95,77,34,11,23,1.20098
2927,0.01,77,23,13,10,1.152174
2928,0.84,77,27,10,17,1.209877
2929,0.33,77,25,13,12,1.053333
2930,0.38,77,29,11,18,1.068966
2931,0.01,77,32,15,17,1.125
2932,0.38,77,28,11,17,1.035714
2933,0.38,77,28,11,17,1.035714
2934,0.38,77,27,15,12,1.037037
2935,0.38,77,26,13,13,1.012821
2936,0.01,77,37,22,15,1.094595
2937,0.95,77,25,8,17,1.253333
2938,0.38,77,29,15,14,1.045977
2939,0.38,77,26,12,14,1.051282
2940,0.38,77,28,15,13,1.017857
2941,0.33,77,32,15,17,1.088542
2942,0.38,77,27,12,15,1.08642
2943,0.38,77,28,15,13,1.029762
2944,0.87,77,30,8,22,1.155556
2945,0.01,77,27,17,10,1.123457
2946,0.38,77,26,14,12,1.019231
2947,0.38,77,28,16,12,1.035714
2948,0.38,77,35,15,20,1.009524
2949,0.38,77,26,12,14,1.096154
2950,0.87,77,29,14,15,1.068966
2951,0.87,77,30,11,19,1.144444
2952,0.87,77,31,12,19,1.129032
2953,0.95,77,28,8,20,1.220238
2954,0.38,77,28,14,14,1.029762
2955,0.38,77,27,14,13,1.08642
2956,0.38,77,28,14,14,1.029762
2957,0.95,77,25,9,16,1.133333
2958,0.87,77,31,6,25,1.107527
2959,0.38,77,31,17,14,1.016129
2960,0.38,77,29,13,16,1.045977
2961,0.38,77,23,13,10,1.043478
2962,0.87,77,24,11,13,1.138889
2963,0.87,77,27,15,12,1.111111
2964,0.01,77,31,15,16,1.0
2965,0.87,77,32,13,19,1.098958
2966,0.95,77,29,10,19,1.189655
2967,0.33,77,30,15,15,1.0
2968,0.87,77,30,10,20,1.105556
2969,0.87,77,28,9,19,1.083333
2970,0.38,77,30,14,16,1.0
2971,0.33,77,24,15,9,1.0
2972,0.38,77,26,14,12,1.096154
2973,0.38,77,28,15,13,1.017857
2974,0.38,77,30,15,15,1.033333
2975,0.87,77,30,10,20,1.216667
2976,0.38,77,27,15,12,1.0
2977,0.38,77,24,15,9,1.0
2978,0.38,77,25,10,15,1.093333
2979,0.38,77,27,14,13,1.067901
2980,0.01,77,29,20,9,1.0
2981,0.33,77,29,14,15,1.0
2982,0.38,77,28,16,12,1.053571
2983,0.38,77,24,11,13,1.0
2984,0.38,77,24,12,12,1.055556
2985,0.38,77,20,12,8,1.125
2986,0.01,77,30,13,17,1.116667
2987,0.38,77,31,15,16,1.05914
2988,0.38,77,26,14,12,1.032051
2989,0.38,77,33,15,18,1.075758
2990,0.87,77,32,9,23,1.145833
2991,0.38,77,29,14,15,1.097701
2992,0.38,77,30,16,14,1.027778
2993,0.87,77,25,10,15,1.153333
2994,0.38,77,31,18,13,1.0
2995,0.38,77,29,15,14,1.011494
2996,0.38,77,30,15,15,1.05
2997,0.38,77,27,13,14,1.030864
2998,0.38,77,27,12,15,1.08642
2999,0.01,77,26,18,8,1.038462
3000,0.38,77,26,12,14,1.032051
3001,0.95,77,30,10,20,1.244444
3002,0.87,77,27,13,14,1.166667
3003,0.87,77,29,10,19,1.086207
3004,0.38,77,28,16,12,1.10119
3005,0.95,77,26,8,18,1.147436
3006,0.01,77,31,21,10,1.112903
3007,0.87,77,30,10,20,1.077778
3008,0.87,77,33,13,20,1.186869
3009,0.01,77,33,19,14,1.015152
3010,0.38,77,26,14,12,1.070513
3011,0.38,77,33,15,18,1.015152
3012,0.84,77,29,8,21,1.183908
3013,0.38,77,29,15,14,1.045977
3014,0.38,77,27,14,13,1.067901
3015,0.38,77,27,18,9,1.08642
3016,0.38,77,27,12,15,1.055556
3017,0.87,77,28,12,16,1.172619
3018,0.38,77,27,16,11,1.030864
3019,0.38,77,26,10,16,1.038462
3020,0.38,77,30,15,15,1.027778
3021,0.38,77,27,11,16,1.012346
3022,0.38,77,20,8,12,1.05
3023,0.38,77,24,13,11,1.041667
3024,0.38,77,31,12,19,1.0
3025,0.38,77,30,15,15,1.066667
3026,0.38,77,28,11,17,1.017857
3027,0.38,77,28,12,16,1.035714
3028,0.38,77,28,14,14,1.017857
3029,0.38,77,31,15,16,1.026882
3030,0.38,77,26,17,9,1.012821
3031,0.38,77,26,13,13,1.051282
3032,0.38,77,32,18,14,1.015625
3033,0.87,77,22,9,13,1.037879
3034,0.01,77,31,19,12,1.016129
3035,0.38,77,31,14,17,1.064516
3036,0.38,77,24,10,14,1.083333
3037,0.38,77,28,9,19,1.017857
3038,0.38,77,29,17,12,1.045977
3039,0.84,77,27,12,15,1.018519
3040,0.38,77,28,16,12,1.035714
3041,0.95,77,33,12,21,1.126263
3042,0.38,77,26,15,11,1.019231
3043,0.38,77,27,10,17,1.0
3044,0.95,77,25,7,18,1.18
3045,0.38,77,32,15,17,1.03125
3046,0.38,77,28,11,17,1.0
3047,0.84,77,29,10,19,1.08046
3048,0.38,77,30,14,16,1.061111
3049,0.87,77,26,11,15,1.128205
3050,0.38,77,26,16,10,1.019231
3051,0.95,77,28,7,21,1.208333
3052,0.38,77,24,12,12,1.076389
3053,0.95,77,26,7,19,1.160256
3054,0.87,77,25,9,16,1.133333
3055,0.95,77,26,9,17,1.224359
3056,0.38,77,26,13,13,1.0
3057,0.95,77,23,9,14,1.188406
3058,0.38,77,27,11,16,1.037037
3059,0.38,77,35,17,18,1.071429
3060,0.38,77,30,13,17,1.083333
3061,0.38,77,27,14,13,1.049383
3062,0.01,77,29,18,11,1.045977
3063,0.38,77,27,18,9,1.0
3064,0.38,77,26,11,15,1.038462
3065,0.38,77,28,15,13,1.065476
3066,0.38,77,27,11,16,1.018519
3067,0.38,77,25,10,15,1.02
3068,0.38,77,27,13,14,1.074074
3069,0.01,77,33,21,12,1.10101
3070,0.38,77,34,20,14,1.044118
3071,0.38,77,32,18,14,1.041667
3072,0.38,77,27,14,13,1.018519
3073,0.38,77,32,17,15,1.072917
3074,0.38,77,29,19,10,1.045977
3075,0.38,77,30,17,13,1.027778
3076,0.38,77,29,16,13,1.045977
3077,0.38,77,24,12,12,1.055556
3078,0.38,77,26,16,10,1.012821
3079,0.38,77,27,15,12,1.018519
3080,0.38,77,29,17,12,1.045977
3081,0.87,77,28,10,18,1.029762
3082,0.38,77,33,16,17,1.055556
3083,0.38,77,30,16,14,1.05
3084,0.95,77,33,10,23,1.146465
3085,0.38,77,29,14,15,1.051724
3086,0.95,77,25,11,14,1.193333
3087,0.95,77,31,12,19,1.032258
3088,0.38,77,31,15,16,1.048387
3089,0.38,77,31,13,18,1.0
3090,0.95,77,30,6,24,1.222222
3091,0.01,77,24,17,7,1.166667
3092,0.87,77,23,7,16,1.065217
3093,0.38,77,31,14,17,1.048387
3094,0.38,77,26,14,12,1.070513
3095,0.38,77,32,16,16,1.057292
3096,0.01,77,31,19,12,1.123656
3097,0.95,77,31,9,22,1.129032
3098,0.38,77,33,15,18,1.045455
3099,0.38,77,27,15,12,1.0
3100,0.87,77,32,8,24,1.109375
3101,0.38,77,30,16,14,1.0
3102,0.38,77,35,16,19,1.057143
3103,0.87,77,32,12,20,1.03125
3104,0.33,77,30,16,14,1.033333
3105,0.38,77,24,11,13,1.0625
3106,0.38,77,28,13,15,1.017857
3107,0.38,77,28,16,12,1.053571
3108,0.38,77,32,15,17,1.0625
3109,0.87,77,22,8,14,1.128788
3110,0.38,77,27,14,13,1.018519
3111,0.38,77,31,13,18,1.048387
3112,0.38,77,22,11,11,1.022727
3113,0.33,77,30,18,12,1.027778
3114,0.84,77,33,13,20,1.131313
3115,0.01,77,30,20,10,1.116667
3116,0.38,77,30,18,12,1.0
3117,0.38,77,30,13,17,1.033333
3118,0.38,77,30,14,16,1.027778
3119,0.38,77,25,12,13,1.073333
3120,0.95,77,27,7,20,1.160494
3121,0.38,77,24,10,14,1.0625
3122,0.38,77,29,17,12,1.103448
3123,0.01,77,28,18,10,1.125
3124,0.38,77,29,16,13,1.017241
3125,0.87,77,33,15,18,1.161616
3126,0.38,77,23,10,13,1.014493
3127,0.87,77,32,15,17,1.052083
3128,0.95,77,29,9,20,1.206897
3129,0.38,77,30,13,17,1.05
3130,0.38,77,31,16,15,1.016129
3131,0.38,77,30,18,12,1.0
3132,0.38,77,27,14,13,1.018519
3133,0.84,77,30,12,18,1.1
3134,0.38,77,29,15,14,1.034483
3135,0.38,77,33,18,15,1.060606
3136,0.87,77,29,10,19,1.132184
3137,0.38,77,26,13,13,1.019231
3138,0.38,77,30,16,14,1.033333
3139,0.38,77,29,17,12,1.045977
3140,0.38,77,25,15,10,1.04
3141,0.38,77,30,16,14,1.027778
3142,0.38,77,30,16,14,1.016667
3143,0.38,77,33,16,17,1.060606
3144,0.38,77,30,18,12,1.011111
3145,0.01,77,27,18,9,1.018519
3146,0.38,77,27,14,13,1.018519
3147,0.87,77,32,11,21,1.09375
3148,0.01,77,26,16,10,1.115385
3149,0.38,77,33,17,16,1.015152
3150,0.38,77,26,11,15,1.038462
3151,0.38,77,33,16,17,1.090909
3152,0.38,77,29,16,13,1.068966
3153,0.38,77,26,14,12,1.0
3154,0.38,77,29,14,15,1.063218
3155,0.33,77,30,17,13,1.05
3156,0.38,77,28,15,13,1.0
3157,0.95,77,32,11,21,1.140625
3158,0.95,77,28,13,15,1.125
3159,0.95,77,26,10,16,1.185897
3160,0.33,77,30,18,12,1.011111
3161,0.38,77,30,17,13,1.1
3162,0.87,77,26,10,16,1.064103
3163,0.38,77,26,13,13,1.032051
3164,0.87,77,32,11,21,1.104167
3165,0.95,77,30,9,21,1.133333
3166,0.38,77,30,16,14,1.033333
3167,0.38,77,25,14,11,1.06
3168,0.38,77,23,9,14,1.0
3169,0.38,77,26,14,12,1.019231
3170,0.95,77,25,7,18,1.24
3171,0.38,77,23,12,11,1.0
3172,0.38,77,27,15,12,1.018519
3173,0.38,77,29,17,12,1.068966
3174,0.38,77,34,15,19,1.044118
3175,0.01,77,28,15,13,1.107143
3176,0.95,77,26,11,15,1.089744
3177,0.01,77,29,20,9,1.103448
3178,0.38,77,28,15,13,1.071429
3179,0.38,77,28,16,12,1.017857
3180,0.33,77,29,14,15,1.017241
3181,0.33,77,26,15,11,1.057692
3182,0.38,77,28,14,14,1.0
3183,0.87,77,29,13,16,1.068966
3184,0.38,77,26,14,12,1.057692
3185,0.38,77,31,14,17,1.032258
3186,0.95,77,31,13,18,1.139785
3187,0.38,77,26,10,16,1.051282
3188,0.38,77,31,15,16,1.010753
3189,0.38,77,34,20,14,1.068627
3190,0.87,77,23,8,15,1.101449
3191,0.38,77,30,16,14,1.05
3192,0.01,77,28,16,12,1.136905
3193,0.87,77,31,11,20,1.043011
3194,0.38,77,27,15,12,1.012346
3195,0.95,77,31,13,18,1.139785
3196,0.38,77,28,16,12,1.071429
3197,0.38,77,28,16,12,1.035714
3198,0.95,77,28,9,19,1.238095
3199,0.38,77,29,15,14,1.086207
3200,0.33,77,28,15,13,1.107143
3201,0.95,77,25,7,18,1.22
3202,0.38,77,27,13,14,1.0
3203,0.38,77,31,15,16,1.026882
3204,0.38,77,31,11,20,1.032258
3205,0.38,77,28,16,12,1.029762
3206,0.38,77,24,10,14,1.041667
3207,0.38,77,26,12,14,1.038462
3208,0.87,77,32,11,21,1.151042
3209,0.33,77,28,15,13,1.035714
3210,0.38,77,30,16,14,1.05
3211,0.38,77,25,12,13,1.06
3212,0.87,77,29,9,20,1.195402
3213,0.87,77,33,8,25,1.080808
3214,0.33,77,26,18,8,1.032051
3215,0.01,77,31,20,11,1.107527
3216,0.38,77,29,15,14,1.051724
3217,0.38,77,34,15,19,1.044118
3218,0.33,77,29,17,12,1.017241
3219,0.38,77,30,19,11,1.061111
3220,0.38,77,29,15,14,1.097701
3221,0.38,77,23,14,9,1.021739
3222,0.38,77,27,12,15,1.0
3223,0.38,77,29,14,15,1.051724
3224,0.38,77,27,15,12,1.055556
3225,0.38,77,26,13,13,1.0
3226,0.38,77,27,15,12,1.012346
3227,0.95,77,26,8,18,1.185897
3228,0.87,77,28,13,15,1.107143
3229,0.38,77,33,16,17,1.045455
3230,0.38,77,26,12,14,1.057692
3231,0.38,77,29,16,13,1.063218
3232,0.38,77,27,12,15,1.067901
3233,0.38,77,24,13,11,1.083333
3234,0.01,77,26,16,10,1.134615
3235,0.38,77,27,13,14,1.104938
3236,0.01,77,26,15,11,1.134615
3237,0.33,77,31,17,14,1.05914
3238,0.38,77,28,17,11,1.053571
3239,0.01,77,23,17,6,1.166667
3240,0.38,77,29,12,17,1.068966
3241,0.87,77,32,12,20,1.1875
3242,0.38,77,30,16,14,1.066667
3243,0.33,77,28,15,13,1.053571
3244,0.33,77,28,15,13,1.10119
3245,0.87,77,31,12,19,1.166667
3246,0.38,77,30,16,14,1.016667
3247,0.87,77,28,9,19,1.02381
3248,0.38,77,32,18,14,1.09375
3249,0.38,77,33,13,20,1.040404
3250,0.38,77,30,16,14,1.044444
3251,0.38,77,29,14,15,1.068966
3252,0.38,77,28,18,10,1.071429
3253,0.38,77,30,17,13,1.05
3254,0.38,77,29,12,17,1.034483
3255,0.01,77,29,21,8,1.132184
3256,0.95,77,30,9,21,1.077778
3257,0.87,77,27,10,17,1.0
3258,0.38,77,28,13,15,1.017857
3259,0.38,77,27,15,12,1.030864
3260,0.38,77,26,15,11,1.038462
3261,0.87,77,28,12,16,1.10119
3262,0.38,77,32,19,13,1.0625
3263,0.38,77,24,11,13,1.041667
3264,0.38,77,26,12,14,1.070513
3265,0.87,77,27,12,15,1.141975
3266,0.38,77,28,18,10,1.017857
3267,0.38,77,33,16,17,1.045455
3268,0.01,77,28,18,10,1.136905
3269,0.38,77,29,16,13,1.051724
3270,0.95,77,31,8,23,1.258065
3271,0.38,77,28,14,14,1.029762
3272,0.33,77,34,17,17,1.02451
3273,0.38,77,30,14,16,1.016667
3274,0.38,77,32,15,17,1.046875
3275,0.33,77,31,18,13,1.010753
3276,0.38,77,29,16,13,1.08046
3277,0.87,77,26,8,18,1.083333
3278,0.38,77,22,10,12,1.045455
3279,0.38,77,28,11,17,1.047619
3280,0.38,77,26,14,12,1.057692
3281,0.87,77,24,10,14,1.1875
3282,0.87,77,30,10,20,1.161111
3283,0.01,77,27,17,10,1.111111
3284,0.38,77,30,14,16,1.0
3285,0.01,77,31,21,10,1.096774
3286,0.87,77,23,11,12,1.15942
3287,0.33,77,32,21,11,1.03125
3288,0.95,77,23,6,17,1.173913
3289,0.38,77,26,13,13,1.076923
3290,0.38,77,34,13,21,1.058824
3291,0.38,77,30,18,12,1.0
3292,0.38,77,29,16,13,1.063218
3293,0.38,77,31,15,16,1.0
3294,0.38,77,25,13,12,1.073333
3295,0.38,77,28,13,15,1.017857
3296,0.38,77,29,13,16,1.063218
3297,0.87,77,27,9,18,1.104938
3298,0.38,77,34,19,15,1.098039
3299,0.38,77,26,14,12,1.019231
3300,0.38,77,31,17,14,1.010753
3301,0.84,77,28,14,14,1.136905
3302,0.38,77,31,15,16,1.075269
3303,0.95,77,26,10,16,1.262821
3304,0.87,77,26,8,18,1.141026
3305,0.38,77,31,18,13,1.032258
3306,0.95,77,33,11,22,1.090909
3307,0.38,77,30,13,17,1.033333
3308,0.38,77,28,16,12,1.011905
3309,0.01,77,30,17,13,1.027778
3310,0.38,77,28,15,13,1.029762
3311,0.01,77,30,17,13,1.011111
3312,0.87,77,26,8,18,1.102564
3313,0.38,77,29,14,15,1.086207
3314,0.38,77,22,10,12,1.045455
3315,0.95,77,33,8,25,1.131313
3316,0.38,77,28,12,16,1.053571
3317,0.38,77,25,12,13,1.013333
3318,0.38,77,27,13,14,1.049383
3319,0.38,77,23,10,13,1.043478
3320,0.87,77,33,13,20,1.151515
3321,0.95,77,25,9,16,1.26
3322,0.38,77,28,16,12,1.047619
3323,0.38,77,32,19,13,1.057292
3324,0.38,77,30,11,19,1.083333
3325,0.38,77,30,14,16,1.083333
3326,0.38,77,26,10,16,1.038462
3327,0.87,77,26,12,14,1.192308
3328,0.95,77,25,11,14,1.18
3329,0.87,77,27,8,19,1.08642
3330,0.95,77,29,13,16,1.172414
3331,0.87,77,28,11,17,1.071429
3332,0.95,77,30,11,19,1.211111
3333,0.87,77,29,9,20,1.103448
3334,0.87,77,28,15,13,1.089286
3335,0.38,77,29,15,14,1.034483
3336,0.38,77,24,15,9,1.020833
3337,0.38,77,28,12,16,1.029762
3338,0.38,77,30,15,15,1.061111
3339,0.95,77,28,9,19,1.190476
3340,0.01,77,31,20,11,1.096774
3341,0.38,77,31,18,13,1.010753
3342,0.38,77,29,16,13,1.017241
3343,0.95,77,28,9,19,1.136905
3344,0.95,77,33,9,24,1.131313
3345,0.01,77,28,21,7,1.142857
3346,0.38,77,30,15,15,1.066667
3347,0.38,77,29,12,17,1.011494
3348,0.38,77,33,17,16,1.045455
3349,0.38,77,28,14,14,1.071429
3350,0.38,77,30,11,19,1.111111
3351,0.38,77,30,14,16,1.05
3352,0.38,77,27,13,14,1.018519
3353,0.95,77,31,13,18,1.188172
3354,0.38,77,27,13,14,1.018519
3355,0.87,77,27,15,12,1.08642
3356,0.38,77,23,13,10,1.036232
3357,0.38,77,31,15,16,1.016129
3358,0.38,77,28,14,14,1.035714
3359,0.87,77,30,12,18,1.083333
3360,0.38,77,31,10,21,1.048387
3361,0.38,77,23,13,10,1.0
3362,0.95,77,30,10,20,1.122222
3363,0.33,77,26,17,9,1.032051
3364,0.38,77,31,14,17,1.032258
3365,0.33,77,32,19,13,1.041667
3366,0.01,77,26,18,8,1.115385
3367,0.87,77,28,7,21,1.10119
3368,0.38,77,27,13,14,1.055556
3369,0.38,77,29,13,16,1.063218
3370,0.38,77,26,15,11,1.0
3371,0.38,77,31,19,12,1.048387
3372,0.33,77,33,18,15,1.060606
3373,0.38,77,28,12,16,1.071429
3374,0.87,77,24,11,13,1.159722
3375,0.38,77,32,18,14,1.03125
3376,0.38,77,28,12,16,1.0
3377,0.87,77,31,10,21,1.204301
3378,0.38,77,28,15,13,1.053571
3379,0.87,77,31,12,19,1.107527
3380,0.38,77,27,13,14,1.067901
3381,0.38,77,29,13,16,1.034483
3382,0.95,77,33,13,20,1.156566
3383,0.38,77,26,14,12,1.070513
3384,0.95,77,29,10,19,1.155172
3385,0.38,77,25,13,12,1.1
3386,0.38,77,31,15,16,1.010753
3387,0.01,77,28,20,8,1.125
3388,0.38,77,30,15,15,1.016667
3389,0.38,77,31,15,16,1.080645
3390,0.95,77,31,13,18,1.155914
3391,0.38,77,28,18,10,1.071429
3392,0.87,77,29,10,19,1.109195
3393,0.01,77,29,15,14,1.103448
3394,0.87,77,29,12,17,1.045977
3395,0.38,77,29,15,14,1.0
3396,0.87,77,29,12,17,1.109195
3397,0.38,77,31,16,15,1.026882
3398,0.38,77,23,10,13,1.057971
3399,0.33,77,34,22,12,1.044118
3400,0.87,77,33,11,22,1.176768
3401,0.38,77,29,16,13,1.028736
3402,0.33,77,30,15,15,1.016667
3403,0.38,77,31,17,14,1.048387
3404,0.87,77,27,11,16,1.141975
3405,0.87,77,28,10,18,1.107143
3406,0.38,77,24,11,13,1.013889
3407,0.38,77,27,15,12,1.049383
3408,0.01,77,28,16,12,1.107143
3409,0.38,77,28,18,10,1.053571
3410,0.38,77,32,15,17,1.046875
3411,0.87,77,29,10,19,1.08046
3412,0.38,77,24,12,12,1.0625
3413,0.95,77,32,14,18,1.166667
3414,0.38,77,29,14,15,1.017241
3415,0.38,77,29,13,16,1.0
3416,0.38,77,28,18,10,1.035714
3417,0.33,77,30,15,15,1.033333
3418,0.38,77,24,13,11,1.076389
3419,0.38,77,27,16,11,1.0
3420,0.95,77,29,14,15,1.132184
3421,0.33,77,30,17,13,1.083333
3422,0.95,77,31,10,21,1.107527
3423,0.38,77,28,13,15,1.029762
3424,0.38,77,24,13,11,1.020833
3425,0.38,77,28,16,12,1.071429
3426,0.38,77,25,9,16,1.04
3427,0.87,77,29,12,17,1.12069
3428,0.38,77,27,16,11,1.018519
3429,0.38,77,32,12,20,1.015625
3430,0.38,77,31,18,13,1.026882
3431,0.38,77,32,17,15,1.015625
3432,0.38,77,34,17,17,1.044118
3433,0.38,77,27,14,13,1.0
3434,0.01,77,28,21,7,1.107143
3435,0.38,77,27,15,12,1.030864
3436,0.38,77,31,18,13,1.032258
3437,0.38,77,32,14,18,1.057292
3438,0.01,77,26,13,13,1.134615
3439,0.38,77,30,18,12,1.0
3440,0.38,77,30,17,13,1.016667
3441,0.38,77,23,13,10,1.021739
3442,0.95,77,27,11,16,1.234568
3443,0.38,77,26,15,11,1.051282
3444,0.38,77,28,13,15,1.047619
3445,0.38,77,31,19,12,1.016129
3446,0.38,77,26,16,10,1.076923
3447,0.38,77,28,14,14,1.017857
3448,0.95,77,25,5,20,1.2
3449,0.38,77,29,15,14,1.051724
3450,0.38,77,31,16,15,1.048387
3451,0.38,77,32,16,16,1.0625
3452,0.38,77,28,16,12,1.065476
3453,0.38,77,28,18,10,1.071429
3454,0.38,77,29,16,13,1.034483
3455,0.38,77,31,19,12,1.043011
3456,0.87,77,29,10,19,1.12069
3457,0.01,77,33,21,12,1.116162
3458,0.38,77,23,11,12,1.0
3459,0.87,77,29,11,18,1.16092
3460,0.87,77,27,6,21,1.030864
3461,0.38,77,29,11,18,1.051724
3462,0.38,77,28,16,12,1.053571
3463,0.38,77,32,14,18,1.046875
3464,0.38,77,27,16,11,1.055556
3465,0.33,77,28,13,15,1.035714
3466,0.87,77,27,9,18,1.111111
3467,0.87,77,29,10,19,1.189655
3468,0.95,77,29,10,19,1.206897
3469,0.38,77,27,11,16,1.037037
3470,0.38,77,25,12,13,1.093333
3471,0.38,77,26,13,13,1.038462
3472,0.38,77,23,11,12,1.0
3473,0.38,77,26,15,11,1.038462
3474,0.95,77,29,9,20,1.189655
3475,0.01,77,29,13,16,1.011494
3476,0.38,77,24,13,11,1.0
3477,0.38,77,32,16,16,1.057292
3478,0.38,77,24,16,8,1.138889
3479,0.38,77,30,16,14,1.044444
3480,0.38,77,26,16,10,1.038462
3481,0.95,77,32,12,20,1.213542
3482,0.38,77,30,17,13,1.044444
3483,0.01,77,28,18,10,1.047619
3484,0.38,77,36,21,15,1.023148
3485,0.38,77,28,16,12,1.047619
3486,0.38,77,28,18,10,1.071429
3487,0.38,77,32,18,14,1.0
3488,0.87,77,25,11,14,1.113333
3489,0.38,77,29,17,12,1.017241
3490,0.84,77,28,7,21,1.10119
3491,0.38,77,29,13,16,1.045977
3492,0.01,77,29,20,9,1.103448
3493,0.33,77,29,17,12,1.017241
3494,0.87,77,31,11,20,1.080645
3495,0.38,77,28,19,9,1.035714
3496,0.38,77,24,8,16,1.041667
3497,0.33,77,28,12,16,1.0
3498,0.38,77,30,14,16,1.061111
3499,0.95,77,25,7,18,1.22
3500,0.38,77,29,16,13,1.0
3501,0.38,77,26,13,13,1.057692
3502,0.01,77,32,19,13,1.015625
3503,0.38,77,30,15,15,1.061111
3504,0.33,77,29,17,12,1.051724
3505,0.38,77,32,15,17,1.015625
3506,0.33,77,25,11,14,1.0
3507,0.38,77,36,15,21,1.041667
3508,0.84,77,28,12,16,1.095238
3509,0.38,77,27,10,17,1.092593
3510,0.38,77,30,14,16,1.016667
3511,0.38,77,31,16,15,1.026882
